Query,Label
"I loved that this film recognizes the intelligence of the viewer, allowing the layers to peel from the characters through their interactions with each other about the unspoken loss that has so affected each of them. <br /><br />The cinematography is a beautiful, and is an inspired reflection of the vision of someone I believe is an extremely talented new filmmaker with the maturity and artistic insight to tell",0
"What some Hollywood-movies try and practically never succeed, creating somehow metaphysical connections between persons (without becoming unrealistic), manages this beautiful movie perfectly well (resembling in that way a little to the wonderful 'La Double Vie de Veronique' of the same director and with the same beautiful actress). This is a REAL movie, that changes perspective of life a little bit - intelligent and beautiful story, masterfully directed, excellent main actors, masterful cinematography. I've just seen the movie the 3rd or 4th time, and I still think it's one of the best I've ever seen. And if you should be unhappy with the ending of 'White' - 'Red' puts an happy end to the whole trilogy.",0
"Well, I get used after awhile to read comments about these movies that don't reflect my experience at all. To me, Amitabh was a better villain here than in some of his most famous movies. He was a die-hard villain, a no-apologies villain. To me it was a breath of fresh air to see him in a role where his villainy isn't sort of undercut in some way.<br /><br />The kid who played Aryan was probably over his head with this cast. There I think maybe the director could have done better. But, to be honest, the very best part o",0
"What a great show! A very underrated dramatic show. It is great how there are no main characters and every episode some other character(s) are the main character(s).I think the best character on the show is Vern Schillinger. He is a tough, bad guy and an Aryan on top of that which makes him a true bad guy prisoner who there are many that are know",0
"The Invisible Man is a fantastic movie from 1933, a cutting edge film for it's time where objects appeared to rest on top of a man who was truly invisible. Go ahead, take a look at the film, you will be shocked that it was made in 1933, it was the first true special effects movie. Come 2000, computer aided special effects seem like child's play, audiences are not blown away by specia",0
"One of Fuller's (a combat veteran himself) early works of average quality, but accurately hits on the many conflicting aspects of life in postwar Germany. The main character starts the movie in Apr'45 as a Sgt with C Co, 157th Inf, 45th Div, which really did end the war in Munich as in the movie. (Same unit in the previous month had fought heavily in Aschaffenburg and then liberated part of the Dachau facility). To the uninformed the movie may seem confusing by flip flopping between showing the good & bad of the german people. But anyone who has been there or at least well read on it would know that most of what is portrayed in the movie are things that really did happen in 45-47 Germany. The only inaccuracy I noticed wa",0
"Just re-saw this movie after thirty seven years. I was eleven years old and caught this flick on South Beach at the long gone Cinema Theater on Washington Avenue. In 1969, I thought Where it's At! was a very good movie. Now, however, after almost forty years, it's not as good as it was. Times have changed, and this movie is now a tired old re-hash of the war between the generations. It did however, catch a place in time which is just a memory. It's really interesting to see the mod fashions, the old Vegas, a slim Don Rickles, chain smoking, and a hip opening song. The acting was decent, the script somewhat out-dated, but the memories were still fresh. Where it's At, may not be where it's at for you, but for me, it was still a nice and entertaining trip down memory lane.",0
"This film is one of Michael Keaton's best. Throughout the film he is 'on'. With co-stars like Ms. Henner, Joe Piscopo and Danny DeVito, you can't go wrong. Great laughs, great fun for everyone.",0
"From around the time Europe began fighting World War II, until the war's end, Hollywood (with significant prodding from the government) made tons of movies which were designed to try and get young men to enlist in the Army, by making the life of a serviceman appear ""cool."" This is by far the sloppiest, implying that the life of a sold",0
"Caught this movie on TV and I watched it again. I said to myself, it's been a long time since I watched this movie, so why not. And once again this movie thrilled me. It is so easy, so watchable and so human that I don't know why some people dislike it. <br /><br />John Travolta shines as Michael (his dance and every move), angel that can hardly be related to this word. He smokes, drinks and he eats like some savage, but he's got big heart. On his way Michael helps all people he meets. Dorothy Winters (Andie MacDowell) in her singing and finding a right man. Frank Quinlan (William Hurt) in developing himself as a good and decent man. Michael even helped dear old Pansy Milbank (Jean Stapleton) - that last scene is beautiful when they dance on the street.<br /><b",0
"Sex, drugs, racism and of course you ABC's. What more could you want in a kid's sho",0
"Trey Parker and Matt Stone, the creators of South Park, finally get out of their grueling schedule to talk to the cameras while sipping champagne in their hot tub. At first, when watching this, I did not sense as much sarcasm as there was in this. I knew they were joking when they would complain about different actors on the show and when Trey said he wasn't going to give his mother any of his money, but there is so much sarcasm throughout, that this documentary, is more of a mockumentary fu",0
"I saw Beyond Rangoon about 20 times, it was THAT GOOD. At first when I watched it, I saw the story of Laura Bowman, but later, after multiple showings, I realised that this also was a parallel documentary. It came to be in my mind, a story about Aung San Suu Kyi, and the struggles of women to remain strong in the face of uncertainty, danger, and sadness. I also would put history, and politics on the list after further viewing, since I did learn a lot about Burma's past, and present, and could only guess at it's future. This movie is not only one you will want to see, it's also one you will definitely want to own a copy of. It's a movie that could easily been seen by the whole family, although not for children under thirteen. However, the educational benefits of this movie can not, and should not be understated.",0
"John Wayne's first starring role just blew me away. Televised letterbox style on AMC, I had to check and make sure I had the right date. Sure enough, this 1930 film was made using a 55 mm wide-screen process. Aside from that, it features some of the grittiest, most realistic footage of the trek west I've seen. Wagons, men and animals are really lowered down a cliff face by rope. Trees are chopped by burly men -- and b",0
I m,0
"i L-O-V-E this movie... everyone and their grandmother's sister's lawyer's dentist needs to own it! its witty, devilish, thrilling, comedic, and full of toasty action-packed goodness! with this movie, those amazing people at troma offer you a whole new perspective into the story of romeo and juliet in ways you never would have thought to be possible! it has all the makings of an instant classic-- car crashes, deliciously lewd sex sce",0
"<br /><br />I tuned into this movie not because I am a fan of U.S. High School basketball (in fact I only rarely watch NBA games) but rather because I am a fan of Gene Hackman, who usually manages to bring an impressive depth to ",0
"The first Cruel Intentions, the original, is my favorite movie of all time. It was an absolute masterpiece. So how on earth could they make a sequel so downright bad. Sarah Michelle Gellar was perfect in the first movie. In this one, Amy Adams sucks. She is terrible. And couldn't they have found a chick who actually looked like Sarah Michelle Gellar? At least the same hair color!!! i mean come on. Robin Dunn isn't as bad as Adams, but he is absolutely terrible when compared to Ryan Phillipe. The Sebastian in the first film is devious, deceitful, and much more evil than the Sebastian in the prequel. And what is up with the story line. It basically goes like ",0
"I think that can sum up this show about as well as anything. Batman TAS may be the worst thing to ever happen to cartoons based on comic books because everything that comes after will be compared to it and nothing has measured up yet. It's just too damn good. Was Batman Beyond good? ""Yeah, but it was no TAS."" Is Justice League good? ""It's not too bad, but it's no TAS.""<br /><br />The Batman is certainly no TAS, either, but I won't hold that against it. It would be unfair and besides, it has plenty of other problems with it.<br /><br />The concept of a younger, less experienced Batman fighting crime is a fine one, and at times the art is very nice. But all of the rest of the time, the art is worthless Americanime, and this betrays a lot of the flaws of the show itself. It is paced, written, and designed like an Americanime. If I wanted to watch Jackie Chan Adven",0
"Oh my. How can they make movies of such beauty, but that are so terribly bad. I mean, even Uwe Boll doesn't make crap like this. There is not even a hint of a decent story, multi-layered characters, or attraction. It's just a random sequence of pointless chatter joined together to make a 'movie'. I suppose only children up to 3 years of age could enjoy it, given the world is so utterly dimensionless and the story so incoherent, that anyone older would be annoyed by it. But then again, it's far too scary for anyone under 6 years of age, that there's probably no one th",0
I'd love to write a little summary of this movi,0
"I really liked this movie...it was cute. I enjoyed it, but if you didn't, that is your fault. Emma Roberts played a good Nancy Drew, even though she isn't quite like the books. The old fashion outfits are weird when you see them in modern times, but she looks good on them. To me, the rich girls didn't have outfits that made them look rich. I mean, it looks like they got all the clothes -blindfolded- at a garage sale and just decided to put it on all together. All of the outfits were tacky, espe",0
What an overlooked 80's soundtrack. I imagine John Travolta sang,0
"I saw the new redubbed and edited version yesterday and loved it. Then I went home and watched it with subtitles and I loved it. I am ready to watch it again.<br /><br />I am a sucker for the mild mannered secret identity and what could be more mild mannered than a pacifist librarian? The scenes where he reveals his super powers to his friends or absent mindedly forgets to be meek are my favortites.<br /><br />Of course the martial arts are stunning. There is really not much I can say about them if you are familiar with the HK style. However, if you are not... we paused playback b",0
"The history of the FBI, as told from the point of view of Agent Stewart via flashbacks, interwoven with his personal life story. Stewart and Miles (as his wife) are pretty good, as is Hamilton as an earnest agent. The problem is that the episodic nature of the story makes it difficult to get involved. It's like watching bits and pieces of a dozen different movies as we get glimpses of a who's who cast of gangsters. Some of the episodes are too long, some too short, and some just look out of place (Stewart's daughter's school sequence). Overall, it goes on way too long. Nevertheless, it's worth a look for its handsome production values.",0
"Just finished watching this movie. I couldn't imagine watching this on VHS, as there were scenes where I needed the subtitles to hear through an accent or sound effect, even though the scene itself was in English.<br /><br />Visually, the movie is pretty appealing. The few CG effects were very obvious insertions, but the prosthetics/creature effects weren't bad. Not perfect, but photography and editing (which were pretty good) made up for a lot. Acting was generally bad, though how much of that can be blamed on the director I couldn't say, having never seen any of the actors bef",0
"Tom Selleck plays an absentee son to senile ""pop"" Don Ameche and weary mom Anne Jackson, making up for his indiscretions (one presumes) and taking them in after Ameche has burned down his mobile home; meanwhile, Selleck's job is vanquished by the F.B.I., his assets are frozen, his wife and kids leave him and his obnoxious sister and her brats have come to stay. Brightly-painted comedy-of-ills is as out of touch with reality as Ameche's doddering old coot. Perhaps a serious first draft (with scenes such as Ameche walking out into traffic with two toddlers) was incorporated into a sillier second or third version (with Selleck getting poked, bumped, prodded, and eventually losing a toe and a testicle!). Either way, it's a painful experience, and Selleck's sudden dedication to his father makes little sense; he hobbles aro",0
"Robert Montgomery and Robert Young are outstanding as a duo of young submarine officers stationed in Italy during World War I. The dialog is highly entertaining, and Jimmy Durante is hilarious as the ship's cook, ""Ptomaine"". Walter Huston's character is inspiring as the captain of the submarine, a stellar example of an officer and a gentleman. One of the most interesting aspects of this movie was the level of technology displayed in the battle scenes. I was surprised at how similar the technology of World War I was to the technology displayed 25 years later in World War II. Basic human nature was portrayed as very similar to modern times, and far from the conservativism I thought existed in the so-called ""innocent"" past. All in all I felt that t",0
"I recently saw this movie in my International Business class. I was not expecting anything other then another boring documentary (not to say I don't love documentary I've just hard bad luck with movies in that class) Imagine my surprise when this movie, that's actually a movie, cam",0
This has got to be the worst movie I have ever seen. The part where they loose there daughter? with the poltergeist overtone rip off? just pushes it over the edge with stupidity. I watched it on sho,0
"The third Muppet movie is perhaps the most relaxed and pleasing, with the gang taking their modest college musical to the bright (yet volatile) lights of Broadway filled with typically naïve optimism. Of course, their first attempt fails and Kermit (leader of the group and author of the show) blows his top; so, the others all go their separate ",0
"The Diary of Anne Frank is the second best-selling nonfiction book in the world, and for good reason. Nonetheless, sitting through this documentary about her life, which fills in some of the details where",0
"I enjoyed this film yet hated it because I wanted to help this guy! I am in my fifties and have a lot of friends in the music business...who are now still trying to become adults....no more fans,groupies,money etc...and they are having such a hard time adjusting to a regular life...as they see the new bands etc getting the spotlight...it ",0
"I don't'know... maybe it's because I'm Brazilian but all that stuff was too much. Too much love for the music, too much parties, too much contrast between the nice lives of the main characters (come on, it's not so sad) and the aspect of the city shown by the director. Everything looks too fake to me: the families, the relationships, the music, the ""happiness"". It simply sells a little taste of fake latinamerican culture. I m",0
"Not only is it a disgustingly made low-budget bad-acted movie, but the plot itself is just STUPID!!!",0
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Mr Bean (Rowan Atkinson) is in this world, but not of this world. His mind simply doesn't seem to comprehend things the way an average person would and his life is one long disaster because of this, getting himself into constant mishaps and far out, zany situations, which he is left to sort out on his own as he doesn't seem to mix with anyone and he rarely speaks. But he never gives up and, despite the simplest of tasks being a constant struggle for him, applying his own zany methods of solving the problem always pays off for him in the end.<br /><br />To look at the sorry state of modern British humour, with all it's focus of sex and general vulgarity, you'd be forgiven for forgetting that a show like Mr Bean was made at o",0
Very good dramatic comedy about a playwright trying to figure out how to keep his head above water after running out of ideas. Can't say much,0
"This movie was a complete waste of time. The soundtrack was bad, story was lame and predictable, and the acting was terrible. One of the worst 25 movies I have ever seen. After the first ten minutes, the rest of the film was completely obvious.",0
"I have always loved old movies but this is one of my top ten favorites...it has all the charm, 1940's quaintness, and good old fashioned romance and it's hilarious, to boot! Barbara Stanwick plays an independent single woman who writes cookin",0
"The first episode of this new show was on today, and it was horrible. Not only did Shaggy have a squeaky new voice that made listening to his lines torture, but it's so far away from the original concept and animation style that it's barely recognizable as a 'Scooby-Doo' show.<br /><br />Even back in the dark days when Fred and Velma were gone and Scooby's nephew Scrappy was there, the team still solved mysteries. This new show instead features Shaggy and Scooby battling a James Bond type super-villain and his henchmen while living in a mansion. There's not even a van called 'The Mystery Machine' (and the teaser for the next episode which promised a transformers type robot car did NOT put my mind at ease). How can anyone take Scooby Doo and make THIS? <br /><br />The show earns two point for two scenes featuring the whole Scooby Doo gang, all of whom speak with the correct voices except Shaggy, and even then I'm being far too generous.",0
"After having watched Koyaanisqatsi two or three dozen times and loving every second of it, I finally had a chance to see it's sequel Life In Transformation. I was truly dissappointed as it did not nearly stand up to the high standards of the first. 90 minutes of people with baskets on their head is not my idea of a good movie. The Philip Glass score for this one had neither the beauty nor the correlating strength of the first. Compared with Koyaanisqatsi this movie seemed slow and pointless. A watered down version of Baraka, which is the same idea but done better. I truly hope the third movie in this series will not follow the example of this waste.",0
"Is it possible for a movie to get any worse than this? There's a bunch of apes wandering about, mumbling b******, acting supposedly silly and we are supposed to laugh? There is no plot here to keep you going in the first place. Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep. Beware: this is not a trashy cult movie, this is trash -period! I can't believe there's even a",0
"I remembered seeing this movie when i was a kid one day on the wonderful world of Disney. This movie has been in my memory for over 30 years and I have been looking for it. I would have to say that out of all the kids movies I saw back then,, this one stuck out more than all of them and after only seeing it once, I really hoped I would get to see it again. The story and image",0
"Hmm I agree with the reviewer who said that ""strange people with generous tastes have been reviewing this film"". I thought the film was intriguing enough to watch it. I think that was primarily because of Marsden and Speedman - not the plot.<br /><br />The bottom line is that this film is mildly psychologically tantalizing on the one hand and profoundly homophobic on the other. Thumbs up on the former and triple thumbs down on the latter. I'm not sure if the film is intended to promote dialogue or to spread fear and propaganda.",0
"Following which, the touted update go",0
"Woa, talk about awful. Do not waste your time. I wish I had seen the other use comments first. <br /><br />I have to admit, I didn't watch the whole thing. It was just too horrible. The worst, sappiest dialogue... I could go on and on. But",0
"Loved it! What's not to like?--you got your suburbia, you got your zombies, you got your family issues, you got your social dilemmas, you got yourself one Fine Retro-1950's-style Flesh Eating Under Class Held At Bay By An Uneasy Worried About Whether They're The Next Meal Upper Crust. You couldn't ask for more.<br /><br />Cast is superb. Carrie Ann Moss is absolute perfection as a debutante social climbing ho",0
"An unexpected pleasure as I had heard nothing about this film.<br /><br />Shameful since it warrants having a wider audience.<br /><br />A wonderfully humane story with a social message gently told, although admittedly predictable in its resolution. Solidly acted by the principals. Beautifully photographed with muted colors floating against grey that captures the nostalg",0
"When Melville's ""Pierre; or The Ambiguities"" hit bookstores in 1852, his first publication since ""Moby Dick"" a year earlier, the public response was similar to that found among the IMDB reviews of ""POLA X"". Newspapers even published headlines like: ""Melville Insane!"" which, of course, he wasn't. But, when one compares the writing styles found in ""Moby Dick"" and ""Pierre,"" one finds in the latter a sharp departure from the simple and often declamatory style found in the former. Clearly, he was mimicking the overly florid style of the now-forgotten Vict",0
"More than twenty years before Peter Jackson's visionary adaptation of The Lord Of The Rings, there was this 1978 animated effort from director Ralph Bakshi. An ambitious and reasonably faithful version of the story, this has sadly been rather over-shadowed by the Jackson trilogy. Indeed, many reviewers here on the IMDb (mainly those who saw the newer version first) seem to be fiercely unkind to this version.... but if one applies a little common sense, and takes into consideration the time when it was mad",0
"One of the more lucid statements against the death penalty ever filmed, quite a frontal attack against the most disgusting way of doing justice. The final sequence, with that parallel between the crimes that the convicted Poncelet committed and his own execution are just superb.<br /><br />No, what about the work of S",0
"This is a silly movie with much singing and dancing. Acting is average, but writing leaves something to be desired. There are rememberable performances by Buddy Epsen, with a short but outstanding performance by Gypsy Rose as the bitter wife of a rich playboy. A totally unbelievable portrayal of college life which ends with a superb ice skating exibition of Alice in Wonderland. Many parts are worth watching, but do not be afraid to fast forward through parts of the movie",0
"A country-boy Aussie-Rules player (Mat) goes to the city the night before an all-important AFL trial match, where he is to be picked up by his cousin. And then things go wrong.<br ",0
"Okay, I'll admit the casting in the film is REALLY strange--part of this is due to the plot, but I still had a bit of trouble believing Pierce Brosnan playing this lead (though he really did a pretty good job).<br /><br />It's based on a true story of an Englishman who went to live with the Canadian Indians in the early 20th century. He claimed to be a mixed blood Indian. He was, in fact, so successful and well thought of that people came from all over to hear his lectures and be taken on his wilderness treks--even though he was not a mixed blood Indian and all his knowle",0
"This is probably the worst film I have ever seen. Mike Myers tries to be a dramatic actor and fails miserably. The children, who have the major roles, are almost impossible to understand and are really unpleasant characters. It was not even worth the price of the rental.",0
River's edge is not a PLEASANT film to watch but it is an incredible one. Having viewed it many years ago I truly think it would still have the ability to shock were it to be re released or remade or something. Perhaps no movie ever made has captured the essense of young suburban inertia like this distrubing frightening movie. Given that this is based on a true story it is even more disturbing. Very well acted and just UNPLEASANT at many times to watch but also a little known masterpiece and a truely important film. Should be a mandatory to watc,0
"I saw the preview in Femalien and thought it could be a cool film. Turns out, it is an awful garbage. There isn't much nudity",0
"Wow. Not because of the 3-D imagery, which at times was used nicely to provide good deep imagery, but what a lame ending! The end of the movie just seems to implode on itself. This film has got to be one of the goofiest movie ",0
"In a year of pretentious muck like ""Synecdoche, New York"" a film born out of Charlie Kaufman's own self-indulgence, comes a film that is similarly hard to watch but about three times as important. ""Frownland"" is a labor of love by the crew, the actors and the filmmaker, shot over years by friends. It traces a man wh",0
"The 1930s saw a vogue for documentary films about remote corners of the world, with an emphasis on wild animals, exotic terrain and primitive people with unusual cultures. Despite the logistics of transporting a film crew to a distant and dangerous place, and then bringing 'em back alive (with the film footage), such films were often much cheaper to make than were conventional Hollywood features ... because there were no expensive sets, costumes, or high-priced movie stars.<br /><br />The most successful makers of such films (artistically and financially) were ",0
This film played in Lexington KY for 7 days. I saw it on the last day of its run & regretted that I could not recommend it to others because this is a film that cries out for the big screen experience. The aerial shot where the crowded ship pulls away from the equally crowded dock is a masterpiece as is the scene where the two lead characters flirt on deck--almost a ballet and sexier in its suggestiveness than so many more explicit films these days. I just cringe to think that more people won't have the opportunity to see this fine film in a theater; the DVD exp,0
"Ho Hum. Just another flick with Steven Seagal pretending to be some spiritual being, but bashing heads and killing like it was nothing. He, of course, justifies it in the end by donating the money to an orphanage., How sweet. Lay the world to waste and we'll ignore it if you take care of a little girl. Jeesh! This time, he is partnered with Ice Cool (Anthony 'Treach' Criss). Gotta have someone to lay all those cringe-inducing lines on, man, and there are plenty. The dialog is pure crap.<br /><br />They go after bad guys Nick Mancuso and Kevin Tighe, two people that were born to play the scumbags.<br /><br />He's squeezing Mari Morrow and impressing ",0
I couldn't relate to this film. I'm surprised that people are lauding it for being so 'realistic'. How many people at your school were victim to incest? How many closet homosexual jocks were there? How many quiet people that you never noticed committed suicide? Hmmm. OK you wouldn't know even if their were. But really these are explosive problems which many us never deal with,0
"If it is true that the movie only cost 150K to make, it explains a lot. But, it doesn't explain why it has no real plot. Midway through the movie I honestly didn't care if they made it out or not. I just wanted to finish the movie and go to bed. The ending was really dumb and made me wish I would have just shut the movie off and gone to bed early. Pretty good acting considering there wasn't much to go with. If you enjoy really bad movies with horrible lighting (even for a cave)and bad camera work (even for a cave)... then you'll really like this movie. By the way, if the boy's plane crashed in 1980 when he was about 10 years old or so, how could he have forgotten how to speak, and built up so much anger?? Wouldn",0
Gosha's last great film of the 1960,0
"Usually, I start my reviews with an explanation of how and why I watched the film I'm reviewing. With this, I simply cannot explain. I needed to be awake early for work the next day so the last thing I wanted to do was watch a film that I didn't know anything about. But something kept me glued to my comfy futon as I watched this Heather Graham vehicle. Oh, that's right. Boredom.<br /><br />Graham plays Joline, a bohemian nut-case who seems more obsessed with her marriage vows than the guy she married (played by Luke Wilson). When her hubby deci",0
"Thats not saying much. This Killjoy film has better cinematography and is more professional looking than the last. That doesn't mean it's more professional sounding. That horrible last film was about gangsters killing a kid and then being haunted by a voodoo clown. I thought the guy that played Killjoy in the last one was a bad actor, but wow!!! This Killjoy is honestly the downright worst actor I've seen in any movie, and I've seen a lot of movies. Thed last movie the clown came in about 15 minutes in, this one's shorter and the clown doesn't even come in until 40 minutes in, and it's only 65 minutes long!!! I give it a 2 because the acting from some characters is OK.",0
The acting- fantastic. The story- amazing. The script- w,0
"My abiding love of Italian actress Lucianna Paluzzi, who helped jump-start my puberty with her performance in 1965's ""Thunderball,"" has led me to some f",0
"I really enjoy this movie. The first time it was on Turner Classic Movies. All the actors did very well but Brynner steals the show again like always ( he is so sexy!).This is one of the movie that you do see Brynner's emotions. Actually this movie this is the first I ever seen him laugh because he plays very strong, larger-than-life and serious roles in other movies. In this movie you see both a masculine, tough and sensitive side of Brynner .Brynner seems to be a ""ladies'man"" in this movie.That is amazing how Brynner eats the glass cup and speaks in his Russian tongue i",0
"I confess to have quite an uneasy feeling about ghosts movies, and while I sometimes enjoy the genre when it comes to horror, but when it comes to comedies, they really need to be crazy to be funny. 'Over Her Dead Body' seems to take afterlife a little bit too seriously, and fails in my opinion from almost any aspect I can think about. The story is completely unbelievable of course, and did not succeed to convince me either in the comic or in the sentimental register. The choice of the principal act",0
"There is a lot of crap coming out of Hollywood lately.<br /><br />A friend, sends me movies now and again, as a surprise, it's awesome.<br /><br />I turned it on and couldn't stop watching, it is a drama, but with a odd twist. Imagine if Romeo, as in Shakepeare, had a super power. It is sad and poetic at the same time. Hollywood should take notice of the new Russian cinema, they are telling stories that are not about big explosions and cgi. It takes a simple basic premise and tells a story, without a spectacle. This is a lot like an Asian film with a dark Russian twist. ",0
I absolutely adore this film about a lady c,0
"""National Velvet"" tells the story of Velvet Brown, a young English girl with dreams of entering her beloved horse into competition at the prestigious Grand National horse race. The film follows her as she trains her horse with the aid of a former jockey and the support of her pa",0
"This is a beautiful movie filled with adventure. The Genii in the bottle is a classic scene. Romantic in it's finish, all things turn out as they should be. I sa",0
"You know, people who make comedies so often forget it's really ok to be outrageous. Well, not this time. Unconditional Love has it all. Barry Manilow and a dwarf in a movie with Cathy Bates as the romantic lead...and it works. Not only does it work, it works very very well. In fact, I think it's perfect. I laughed so hard I think I hurt myself yet the main characters were all so human, so honest, and so very real. But isn't that where great comedies come from? Don't characters need real feelings, real emotions, and the ability to feel real pain? Well, they do in this movie. Unconditional Love is a movie you shouldn't miss, especially if you need a seriously good laugh, or you're at all curious about seeing the psychotic dwarf in the red raincoat.",0
Yes this movie features a gal named Jessica who says everything is evil and she causes tre,0
"Before the release of George Romero's genre-defining Night of the Living Dead, zombies were relatively well-behaved creatures. They certainly had much better table-manners in the old days. But social etiquette aside what thrills did these early zombies offer to the movie-going public? Judging by this film, none whatsoever.<br /><br />The story is about an expedition to Cambodia, whose purpose is to find and destroy the secret of zombiefication. One of the party discovers the secrets on his own and sets about building his zombie army.<br /><br />This film is basically a love triangle with zombies. But seeing as this is a 30's movie, the said zombies are more like somnambulists than the flesh-eating variety we think of today. They seem to respond to mind-control, rather than insatiable appetites. And, quite ",0
I found this movie really funny becau,0
"to be honest, i didn't watch all of the original 'howling', but those scenes i saw made it obvious that the first howling was a great movie. so great, that seven horrible sequels had to be made. they started off with ""Howling II: Your Sister Is A Werewolf"". i got this movie on VHS from my uncle sometime ago when he was giving away a bunch of old movies he bought back when Atari was brand new. i just watched it last night, and it wasn't really BAD, it was just weird. i mean, the whole thing with Sybil Danning going three-way with two of her werewolf minions was just out of place and quite disturbing (but kinda hot), Christopher lee about to stab a dead karen as if she's a vampire, etc. actually, this movie was actually like some sort of mish-mash of Dracula and The Lost Boys...except with werewolves, because everything Christopher Lee (whom played Dracula himself) was saying about werewolves pr",0
"This is an ""anthology"" horror film. It's made up of 4 short stories taken from the fiction of Robert Bloch (who wrote for Weird Tales and was personal friends with H.P. Lovecraft, but is most famous for the original story ""Psycho""). The quality of the stories is very uneven and I didn't think very much about the film was creepy or horrific at all. It would have been better to do it as a comedy like ""Comedy of Terrors."" Only the last of the 4 stories was really done in a humorous way, and it's probably the best of them (the one with Ingrid Pitt). I've see",0
We went to the movie with a group because the play we were going to was cancelled. It,0
All things old are new again.Erika E. is on celebrity fitness (VH1);Florida State Rep. Mark Foley is the national buzz for allegedly sending sexually explicit Emails to a 16 yr. old male page.As I edit this Mr.Foley is resigning from his representative seat. Mr.Foley you see does his turn at acting as the father of the recovered girl seen during the opening sequence. My place in movie history will forever be solidified with my appearance in the graveyard scene.I should have looked at this as a omen.I hate to say it but be warned If you place this in your DVD be prepare to put your toe on the trigger of the shotgun you'll soon have between your teeth. Your level of depression has reached its zenith.I have seen better writing put,0
"Wow, the spookiest thing about this episode was the price of houses 40 years ago. I'll preface by saying I'm not a fan of narrated episodes. If the story/actors/etc. are worth their salt, they should be able to convey the bulk of the narrative without having to read it out, reminded me of personages who can't think off the cuff but rely on teleprompters. The psychobabble was tedious and boring, but some enjoy that kind of thing, it's just not my cup O tea. They could have kept the narrative but at least made it much more believable and interesting if it was coming from a psychiatrist or maybe a newspaper reporter or something. Niggling little things like Peugeot being at the house, which has a singular half circle driveway, yet he seems to have parked his car in the tree he was standing under, because it's nowhere to be seen on the road or on the property. Sloppy editing, as she pulls into the driveway (for what seems t",0
"I'm a big horror film buff, particularly of the 1980's subgenres. Name one  I've probably seen it. Last year, a new little horror movie that seemed to slip under mainstream radar called ""Saw"" was about to hit theaters. I was moderately excited. Having not heard anything about it, I thought it looked quite promising judging by the previews and posters (well, except the back and white ones with the severed hands and feet...those just looked terrib",0
"This is a good film for die-hard Chucky fans. Okay I'm sure it's not as good as what the Child's Play movie were like, but this can get really funny and enjoyable, Chucky's laughs are hilariou",0
"I haven't read the book of this and based on this adaptation, will not bother. I hated every character in this show - Miranda was slutty, selfish and mumbled miserably through the appalling dialogue, her sister was a total wimp, and this was the worst depiction of manic-depression I have ever seen. I have a degree in Psychology, and this was not accurate. In fact, until it was mentioned, I did not realise Troy was supposed to be bipolar - I thought he was a normal, slightly grumpy teenager.<br /><br />The only saving grace in this stupid show was David Tennant, whose brilliantly psychotic pe",0
"For the very reason that I love movies such as ""Central do Brasil"" (""Central Station"", 1998), I really love ""Chop Shop"". There is no sugar-coating, there",0
"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs <br /><br />Stuck-up career bitch Kate (Franka Potente) heads to the London underground to catch a train to take her to meet George Clooney. However, afte",0
"The apolitical musicians Eva (Liv Ullmann) and Jan Rosenberg (Max von Sydow) have been married for seven years and live in a small farm in a remote island to escape from a civil war in the continent. They provide lingenberry to a couple of costumers to raise some money and buy some supplies. They love each other and Eva is twenty years old and wants to have a baby but the reluctant Jan, who is a weak and sensitive man, does not want to have children. When the rebels arrive in the island, their peaceful and calm lives turn to hell, ",0
"I hated this show when I was a kid. That was back in the day when kids show characters actually had accents, not just the bland, generic, General American Dialect we're used to. Jack Wild had a British accent and Pufnstuf's was southern. Like one of the others mentioned, though, I never quite understood what the deal was with the witch wanting the flute. That always seemed odd to me, probably because the flute just annoyed me and I wouldn't have gone to any trouble to take it away!<br /><br />Just a comment on the similarity of Pufnstuf to early 70s McDonalds commercials that others have mentioned: Pufnstuf ripped off McDonalds. At the height of McDonalds popularity, the TV show (or rather, their creators) sought to license McDonalds characters for their show, but when McDonalds declined the TV show changed the c",0
"A badly-acted two-character comedy-drama abruptly transmogrifies into a weren't-we-awful-to-the-Indians polemic, with lousy special effects, exploitative use of nudity, and ugly violence. It's as sincere as a politician's handshake, as obvious as a car salesman's pitch, one of the worst movies in the history of the universe. Absolute and utter dreck.",0
"This movie got extremely silly when things started to happen. I couldn't care less about any of the characters; Susan Walters was so annoying, and the leading actor (forget his name) also got on my nerves. Can't quite remember how it ended and so forth but the whole idea of aliens possessing human bodies and all just seemed stupid in this film, things didn't quite carry off. My dad told me it's s stupid movie...I should've listened to him.",0
